"","season","player_id","player_name","team_id","position_group","player_quality_score","goals_above_replacement_per_96","position_value","age","pct.season.played","minutes_played"
"162","2013","KAqBj6BXqb","Karl Ouimette","APk5LGOMOW","Defense",40.6,0.0886702702702703,0.162162162162162,20,0.181372549019608,592
"163","2013","KAqBj984qb","Álvaro Rey","kRQabn8MKZ","Offense",51.4,0.111518446601942,0.233009708737864,23,0.252450980392157,824
"164","2013","KAqBjNRJqb","Conor Shanosky","EKXMeX3Q64","Defense",12.2,-0.0345399477806789,0,21,0.11734068627451,383
"165","2013","KAqBjWZBqb","Jonathan Osorio","kRQabn8MKZ","Midfield",74,0.183701868659904,0.256273358248799,20,0.573835784313726,1873
"166","2013","KAqBjdRvqb","Mechack Jerome","Z2vQ1xlqrA","Defense",33.6,0.0516943089430894,0.130081300813008,22,0.226102941176471,738
"167","2013","KAqBkoBQbg","Lee Young-Pyo","lgpMOvnQzy","Defense",43.6,0.0740455832771409,0.0323668240053945,35,0.908700980392157,2966
"168","2013","KAqBw3AQbg","Chris Wondolowski","0KPqjA456v","Offense",58.4,0.214658174097665,0.441613588110403,30,0.865808823529412,2826
"169","2013","KAqBwOBQbg","Ned Grabavoy","a2lqR4JMr0","Midfield",69.4,0.132198664886515,0.320427236315087,29,0.917892156862745,2996
"170","2013","KAqBwwAQbg","Stephen Keel","mKAqBBmqbg","Defense",66,0.112181352833638,0.175502742230347,29,0.167585784313725,547
"171","2013","KAqBxJ7Mbg","Kwame Watson-Siriboe","a2lqR4JMr0","Defense",41.4,-0.0399388235294118,0,26,0.208333333333333,680
"172","2013","KPqj7YyQ6v","Landon Donovan","kaDQ0wRqEv","Offense",83,0.315416912751678,0.730201342281879,30,0.684742647058823,2235
"173","2013","KPqj9nE56v","Atiba Harris","pzeQZ6xQKw","Offense",48.4,0.107527592267135,0.253075571177504,28,0.697303921568627,2276
"174","2013","KPqjAeR56v","Steven Lenhart","0KPqjA456v","Offense",53.2,0.1056,0.336134453781513,26,0.4375,1428
"175","2013","KPqjBE4q6v","Carlos Bocanegra","4wM42l4qjB","Defense",53.4,0.120771731448763,0,33,0.346813725490196,1132
"176","2013","KPqjXJnM6v","Daniel Antunez","4wM42l4qjB","Midfield",18.6,0.0157090909090909,0,27,0.0269607843137255,88
"177","2013","KPqjZd8q6v","Gláuber","mvzqoLZQap","Defense",32.4,0.0295343426294821,0.0764940239043825,29,0.384497549019608,1255
"178","2013","KPqjkoEQ6v","Chris Albright","9z5k7Yg5A3","Offense",17.4,-0.132342857142857,0,34,0.00428921568627451,14
"179","2013","KPqjo6G2Q6","Eric Gehrig","mvzqoLZQap","Defense",12.4,-0.15120413080895,0,25,0.178002450980392,581
"180","2013","KPqjo9RNQ6","Dennis Iapichino","c(""APk5LGOMOW"", ""EKXMeX3Q64"")","Defense",33.2,0.0188648379052369,0,22,0.368566176470588,1203
"181","2013","KPqjoEmyQ6","Matthew Fondy","4wM42l4qjB","Offense",62.4,0.265963636363636,0,23,0.0808823529411765,264
"182","2013","KPqjoKayQ6","Kofi Sarkodie","YgOMngl5wN","Defense",36.2,0.0573090100111235,0.0800889877641824,21,1.10171568627451,3596
"183","2013","KPqjoRG4Q6","Bright Dike","kRQabn8MKZ","Offense",51.2,0.17261010989011,0.210989010989011,26,0.139399509803922,455
"184","2013","KPqjoWKRQ6","Warren Creavalle","YgOMngl5wN","Midfield",39.4,0.118178836987607,0.183031458531935,22,0.642769607843137,2098
"185","2013","KPqjoWOnQ6","Aaron Schoenfeld","mvzqoLZQap","Offense",57.2,0.146331428571429,0.548571428571429,22,0.107230392156863,350
"186","2013","KPqjovpEQ6","Ryan Finley","mvzqoLZQap","Offense",38.6,0.174918489065606,0.190854870775348,21,0.154105392156863,503
"187","2013","KXMe4W2Q64","Philip Lund","jYQJ19EqGR","Offense",31.2,-0.352457142857143,0,23,0.00643382352941176,21
"188","2013","KXMe4kPQ64","Marcus Tracy","0KPqjA456v","Offense",40,0.102162962962963,0,26,0.0248161764705882,81
