"playerid","Season","GP"
17425,2022,27
17425,2024,31
17432,2016,8
17432,2017,23
17432,2018,6
17432,2019,18
17432,2020,16
17432,2021,32
17432,2022,35
17432,2023,54
17432,2024,68
17464,2019,9
17464,2020,27
17464,2022,29
17464,2023,33
17464,2024,29
17466,2018,17
17466,2019,12
17470,2018,14
17470,2019,32
17470,2020,4
17479,2017,6
17479,2018,31
17479,2019,38
17479,2020,9
17479,2021,17
17479,2022,9
17479,2023,29
17479,2024,28
17480,2022,3
17480,2023,31
17480,2024,2
17485,2020,2
17485,2021,28
17485,2022,33
17485,2023,45
17489,2021,16
17489,2022,23
17489,2023,1
17490,2019,13
17490,2020,20
17490,2021,71
17490,2022,39
17490,2023,61
17490,2024,69
17496,2018,43
17496,2019,65
17496,2020,22
17496,2021,61
17496,2022,59
17496,2023,8
17496,2024,7
17505,2020,1
17505,2021,2
17508,2019,4
17526,2016,12
17526,2017,32
17526,2018,1
17536,2018,8
17536,2019,16
17536,2021,34
17536,2022,8
17536,2024,34
17553,2017,11
17553,2019,1
17556,2019,5
17556,2020,20
17556,2021,18
17556,2022,49
17556,2023,29
17556,2024,8
17578,2020,11
17578,2021,25
17578,2022,28
17581,2020,3
17583,2021,23
17583,2022,5
17585,2019,16
17585,2020,4
17585,2021,2
17586,2017,2
17586,2018,53
17586,2019,28
17586,2020,25
17586,2021,62
17586,2022,67
17586,2023,74
17586,2024,72
17594,2019,11
17594,2020,5
17594,2021,24
17594,2022,31
17594,2023,32
17594,2024,31
17606,2020,12
17606,2021,36
17606,2022,30
17606,2023,31
17606,2024,7
17610,2018,8
17610,2019,52
17610,2020,20
17610,2021,38
17610,2022,29
17610,2023,1
17610,2024,50
17611,2019,23
17611,2020,12
17611,2021,43
17611,2022,47
17611,2023,58
17639,2021,19
17639,2022,38
17639,2023,69
17639,2024,56
17664,2018,15
17664,2020,3
17677,2018,18
17677,2019,25
17677,2020,16
17677,2021,43
17677,2022,33
17677,2023,3
17677,2024,7
17679,2019,5
17682,2021,27
17682,2022,19
17695,2016,19
17695,2017,23
17695,2018,22
17697,2018,20
17697,2019,1
17701,2022,46
17701,2023,72
17701,2024,13
17710,2023,30
17722,2021,28
17722,2022,40
17722,2023,31
17722,2024,48
17732,2020,6
17732,2021,45
17732,2022,50
17732,2023,8
17732,2024,5
17734,2018,9
17734,2019,25
17734,2020,14
17734,2021,8
17734,2022,64
17734,2023,62
17734,2024,61
17735,2019,13
17735,2020,14
17735,2021,41
17735,2022,27
17735,2023,25
17735,2024,23
17737,2023,11
17748,2021,2
17750,2020,10
17750,2021,52
17750,2022,13
17754,2018,9
17754,2019,1
17755,2018,27
17755,2020,8
17755,2021,31
17755,2022,44
17755,2023,63
17755,2024,19
17759,2020,3
17759,2021,19
17759,2023,30
17775,2018,9
17780,2017,34
17780,2018,70
17780,2019,35
17780,2020,9
17780,2021,64
17780,2022,59
17780,2023,42
17780,2024,66
17783,2021,72
17783,2022,8
17792,2020,1
17792,2021,3
17793,2018,22
17793,2019,51
17793,2023,17
17793,2024,7
17796,2019,16
17796,2020,12
17796,2021,62
17796,2022,67
17796,2024,33
17811,2018,16
17811,2019,17
17811,2021,4
17821,2020,2
17859,2019,4
17859,2020,6
17859,2021,30
17859,2022,6
17859,2023,58
17859,2024,18
17860,2019,9
17860,2020,1
17860,2023,1
17861,2020,4
17871,2019,10
17871,2020,14
17871,2021,3
17871,2022,34
17871,2023,74
17871,2024,2
17874,2018,4
17874,2019,33
17874,2020,5
17874,2021,23
17874,2022,28
17874,2023,12
17874,2024,31
17877,2018,6
17877,2023,5
17878,2018,2
17878,2019,3
17878,2020,12
17878,2021,55
17878,2022,62
17878,2023,9
17878,2024,62
17888,2021,29
17888,2022,4
17888,2023,52
17888,2024,53
17897,2020,1
17897,2021,22
17897,2022,17
17897,2023,15
17897,2024,68
17919,2018,138
17920,2020,5
17920,2021,15
17942,2019,1
17948,2019,32
17948,2020,3
17948,2021,37
17948,2022,32
17948,2023,27
17948,2024,71
17952,2024,5
17964,2021,9
17964,2022,8
17964,2023,11
17964,2024,6
17968,2019,6
17968,2022,52
17968,2023,53
17968,2024,34
17969,2019,22
17969,2021,2
17969,2023,25
17969,2024,28
17975,2018,143
17982,2019,69
17987,2018,20
17987,2019,13
17995,2019,9
17995,2020,13
17995,2021,28
17995,2022,32
17995,2023,33
17995,2024,33
17998,2019,21
17998,2020,27
17998,2021,47
17998,2022,24
17998,2023,49
17998,2024,46
18000,2020,8
18000,2021,25
18000,2022,31
18000,2023,4
18000,2024,16
18029,2018,6
18029,2019,6
18029,2021,1
18036,2021,150
18042,2019,113
18064,2017,46
18064,2018,45
18064,2019,30
18064,2020,23
18064,2021,65
18064,2022,67
18064,2023,68
18064,2024,71
18067,2022,49
18067,2024,56
18076,2018,5
18076,2019,16
18076,2020,4
18088,2019,18
18088,2020,11
18088,2021,15
18088,2022,11
18105,2018,18
18105,2020,2
18105,2021,7
18114,2017,14
18114,2018,6
18135,2018,3
18135,2019,13
18135,2020,6
18136,2021,48
18138,2019,24
18138,2020,12
18138,2021,51
18138,2022,54
18138,2023,33
18138,2024,65
18140,2021,2
18152,2020,21
18152,2021,66
18152,2022,32
18152,2023,11
18152,2024,1
18186,2022,7
18186,2023,10
18213,2018,3
18251,2019,6
18251,2021,26
18251,2022,39
18256,2019,14
18256,2020,5
18282,2017,68
18282,2018,29
18282,2019,53
18282,2020,19
18282,2021,58
18282,2022,58
18297,2018,13
18297,2019,52
18297,2020,24
18297,2021,70
18297,2022,25
18297,2023,18
18297,2024,67
18300,2018,29
18300,2019,21
18300,2020,6
18300,2023,13
18306,2019,17
18306,2020,8
18311,2016,8
18311,2017,7
18311,2018,9
18311,2019,20
18311,2020,10
18311,2021,20
18311,2023,3
18311,2024,37
18313,2019,6
18318,2019,16
18318,2020,11
18318,2024,4
18323,2019,7
18323,2020,4
18323,2021,63
18323,2022,19
18323,2023,44
18323,2024,17
18325,2019,1
18325,2020,14
18325,2021,42
18325,2022,31
18325,2023,13
18331,2020,2
18331,2021,24
18331,2022,27
18331,2023,14
18332,2018,3
18332,2021,10
18333,2019,17
18333,2020,15
18333,2021,40
18333,2022,25
18333,2023,63
18333,2024,17
18335,2019,16
18335,2020,26
18335,2021,64
18335,2022,42
18335,2023,21
18335,2024,25
18337,2019,68
18337,2020,19
18337,2021,6
18337,2023,35
18337,2024,37
18341,2021,6
18347,2020,2
18347,2021,9
18356,2018,26
18356,2019,19
18356,2020,7
18356,2021,13
18356,2022,35
18356,2023,34
18361,2019,10
18361,2020,12
18361,2021,9
18371,2022,28
18376,2021,9
18376,2022,6
18376,2023,3
18383,2018,5
18383,2019,29
18383,2020,3
18383,2023,7
18383,2024,25
18384,2021,14
18384,2022,59
18384,2024,3
18403,2018,7
18403,2019,5
18403,2021,33
18403,2022,50
18403,2023,70
18403,2024,64
18413,2019,9
18413,2020,5
18413,2021,20
18413,2022,29
18413,2023,16
18421,2022,12
18421,2023,2
18439,2022,3
18439,2023,8
18439,2024,42
18454,2019,10
18454,2020,4
18454,2022,18
18454,2023,10
18475,2021,5
18496,2019,13
18496,2020,3
18496,2021,18
18496,2022,16
18498,2016,35
18498,2017,30
18498,2018,41
18498,2019,41
18498,2020,11
18498,2021,23
18498,2023,21
18498,2024,29
18510,2018,3
18510,2019,5
18510,2021,6
18510,2022,16
18510,2024,6
18519,2020,1
18519,2021,57
18519,2022,60
18519,2023,61
18519,2024,8
18525,2019,14
18525,2020,12
18525,2021,32
18525,2022,32
18525,2023,33
18525,2024,33
18548,2021,30
18548,2022,57
18548,2023,56
18548,2024,25
18554,2023,2
18555,2019,9
18555,2020,3
18555,2021,14
18555,2022,7
18555,2024,12
18581,2019,21
18581,2020,8
18581,2021,10
18592,2020,1
18592,2023,1
18593,2022,7
18600,2019,16
18600,2020,22
18600,2021,24
18600,2022,6
18607,2019,34
18615,2023,16
18655,2017,16
18655,2018,65
18655,2019,36
18655,2020,22
18655,2021,61
18655,2022,75
18655,2023,69
18655,2024,39
18674,2020,12
18674,2021,26
18674,2022,27
18674,2023,15
18674,2024,9
18679,2018,16
18679,2019,40
18679,2020,15
18679,2021,29
18679,2022,18
18679,2023,30
18679,2024,32
18684,2017,8
18684,2018,6
18684,2019,32
18684,2020,7
18684,2021,33
18684,2022,32
18684,2023,28
18694,2018,3
18694,2019,9
18694,2020,11
18694,2021,32
18694,2022,10
18694,2023,4
18694,2024,7
18699,2020,4
18699,2021,8
18699,2022,1
18719,2016,75
18719,2017,62
18719,2018,73
18719,2019,21
18769,2021,8
18769,2022,12
18769,2024,5
18790,2017,6
18790,2018,7
18790,2019,17
18790,2020,1
18790,2021,6
18790,2022,22
18792,2019,17
18792,2020,5
18792,2021,5
18806,2017,37
18806,2018,71
18806,2019,15
18806,2021,62
18806,2022,16
18815,2017,31
18815,2018,11
18815,2019,5
18815,2021,25
18815,2022,3
18815,2023,12
18815,2024,1
18820,2017,6
18820,2018,2
18854,2018,13
18864,2019,1
18864,2021,1
18864,2022,2
18864,2023,14
18864,2024,54
18873,2020,5
18873,2021,6
18887,2023,73
18889,2021,69
18889,2023,34
18889,2024,47
18890,2019,10
18890,2020,2
18890,2021,32
19159,2020,8
19159,2021,7
19159,2023,3
19178,2021,27
19178,2022,35
19178,2024,20
19179,2021,7
19179,2022,46
19179,2023,15
19179,2024,11
19191,2019,7
19191,2020,4
19191,2021,12
19191,2022,4
19192,2021,5
19199,2019,9
19199,2020,7
19199,2021,8
19199,2022,1
19200,2019,34
19200,2020,6
19200,2021,26
19200,2022,42
19200,2023,10
19200,2024,22
19205,2023,26
19206,2018,26
19206,2019,33
19206,2020,8
19206,2021,2
19206,2022,27
19206,2023,18
19206,2024,18
19222,2024,10
19225,2020,2
19225,2021,21
19225,2022,25
19225,2023,10
19225,2024,13
19231,2020,24
19231,2021,25
19243,2020,8
19243,2021,13
19244,2019,16
19244,2020,3
19244,2021,32
19244,2022,30
19244,2023,24
19244,2024,29
19246,2021,9
19249,2018,53
19249,2019,27
19249,2021,1
19249,2022,54
19249,2023,57
19249,2024,63
19256,2018,5
19256,2019,8
19261,2018,10
19261,2020,4
19261,2022,1
19261,2023,39
19261,2024,35
19262,2024,112
19264,2020,17
19264,2021,3
19264,2022,1
19264,2023,18
19266,2020,12
19266,2021,23
19266,2022,14
19268,2019,4
19268,2020,10
19268,2021,11
19268,2022,7
19269,2019,5
19269,2020,3
19269,2021,5
19269,2022,3
19274,2019,36
19274,2020,8
19274,2021,34
19274,2023,54
19274,2024,60
19276,2019,37
19276,2020,4
19276,2021,11
19277,2018,5
19278,2021,22
19278,2022,10
19278,2024,1
19281,2023,2
19281,2024,5
19285,2019,13
19285,2022,2
19291,2019,15
19291,2020,12
19291,2021,23
19291,2022,31
19291,2023,34
19291,2024,28
19309,2018,25
19309,2019,31
19309,2020,9
19309,2021,53
19309,2022,62
19309,2023,56
19309,2024,55
19311,2019,14
19311,2020,5
19312,2019,23
19312,2020,18
19312,2021,40
19312,2022,32
19312,2023,19
19312,2024,29
19314,2022,25
19314,2024,9
19315,2023,4
19315,2024,1
19316,2018,23
19316,2019,30
19316,2020,4
19316,2021,26
19316,2022,29
19316,2023,10
19320,2018,26
19320,2019,30
19320,2020,3
19320,2021,11
19320,2023,9
19320,2024,2
19330,2018,8
19330,2019,20
19330,2022,53
19330,2023,8
19330,2024,19
19337,2019,25
19337,2020,1
19337,2021,20
19337,2023,27
19337,2024,35
19339,2022,138
19339,2023,94
19341,2017,8
19341,2018,47
19341,2019,34
19343,2019,10
19343,2021,12
19343,2022,62
19343,2023,58
19343,2024,62
19345,2020,1
19345,2021,5
19345,2022,8
19345,2024,6
19349,2018,30
19349,2019,46
19349,2020,21
19349,2022,37
19349,2023,68
19349,2024,62
19350,2020,4
19350,2021,13
19350,2022,22
19350,2023,32
19350,2024,24
19354,2023,117
19357,2022,1
19358,2024,41
19360,2023,50
19360,2024,61
19361,2018,30
19361,2019,32
19361,2020,12
19361,2021,28
19361,2022,33
19361,2023,32
19361,2024,32
19362,2020,8
19362,2021,24
19362,2022,45
19362,2023,24
19362,2024,66
19374,2017,8
19374,2018,24
19374,2019,30
19374,2020,8
19374,2021,34
19374,2022,12
19374,2024,16
19388,2019,11
19388,2020,9
19388,2021,17
19388,2022,24
19388,2023,20
19392,2023,143
19392,2024,115
19403,2019,51
19403,2022,65
19403,2023,66
19403,2024,43
19407,2022,7
19407,2023,17
19407,2024,30
19409,2020,7
19409,2021,27
19409,2022,29
19409,2023,35
19409,2024,26
19422,2022,61
19427,2018,20
19427,2019,34
19427,2020,12
19427,2021,16
19427,2022,31
19427,2023,21
19427,2024,2
19432,2023,14
19444,2020,16
19444,2021,25
19444,2022,30
19444,2023,31
19444,2024,38
19447,2019,10
19447,2020,9
19447,2021,17
19447,2022,27
19447,2023,28
19447,2024,16
19452,2021,37
19453,2019,28
19453,2020,18
19453,2021,16
19453,2022,1
19453,2024,6
19454,2021,20
19454,2022,41
19454,2023,35
19456,2020,13
19456,2021,57
19457,2019,7
19457,2020,26
19457,2021,39
19457,2022,4
19459,2019,2
19459,2020,16
19459,2021,59
19459,2022,2
19459,2023,11
19459,2024,54
19479,2019,10
19479,2020,12
19479,2021,21
19479,2022,20
19479,2023,23
19479,2024,31
19480,2021,1
19481,2024,48
19482,2018,9
19482,2019,1
19482,2021,2
19482,2022,10
19482,2023,42
19487,2019,11
19487,2020,7
19487,2021,1
19487,2022,15
19487,2023,9
19493,2022,54
19493,2023,19
19495,2019,14
19514,2022,97
19514,2024,37
19516,2021,1
19516,2022,2
19518,2022,3
19529,2022,8
19531,2021,11
19531,2022,60
19531,2023,70
19531,2024,69
19535,2021,36
19535,2022,9
19541,2020,2
19541,2021,4
19541,2022,42
19541,2023,35
19545,2019,7
19545,2021,1
19545,2022,12
19545,2023,13
19546,2019,15
19546,2021,4
19548,2019,20
19548,2021,20
19550,2018,1
19558,2019,29
19558,2020,21
19558,2021,7
19558,2023,2
19558,2024,5
19561,2020,2
19561,2021,1
19562,2023,107
19569,2019,13
19569,2020,4
19569,2021,61
19569,2022,45
19569,2023,66
19569,2024,62
19574,2020,12
19574,2021,11
19574,2022,17
19574,2023,27
19574,2024,65
19580,2022,14
19582,2020,5
19583,2019,4
19583,2020,6
19583,2021,24
19583,2022,29
19586,2024,3
19588,2023,2
19588,2024,15
19609,2022,3
19614,2018,8
19614,2019,5
19614,2020,7
19614,2021,25
19614,2022,66
19614,2023,65
19614,2024,62
19618,2018,73
19618,2019,29
19618,2021,10
19618,2022,35
19618,2023,65
19618,2024,29
19635,2022,88
19642,2019,8
19646,2020,4
19647,2020,23
19647,2021,37
19647,2022,48
19647,2024,6
19665,2018,4
19665,2019,7
19665,2020,8
19665,2021,2
19665,2022,30
19665,2023,9
19666,2022,18
19671,2020,4
19675,2019,4
19677,2019,33
19677,2020,27
19677,2021,62
19677,2022,64
19677,2023,69
19677,2024,66
19680,2020,7
19680,2024,14
19682,2021,30
19682,2022,2
19683,2019,50
19683,2020,37
19683,2022,68
19683,2023,29
19686,2020,8
19686,2021,7
19695,2021,1
19695,2022,5
19695,2023,27
19705,2022,11
19712,2020,4
19712,2021,25
19712,2022,6
19716,2019,14
19716,2020,12
19716,2021,5
19716,2022,6
19716,2023,9
19717,2022,41
19731,2020,4
19731,2021,25
19731,2022,14
19734,2023,105
19734,2024,142
19736,2023,1
19736,2024,2
19742,2021,61
19742,2022,22
19742,2024,59
19753,2018,9
19753,2019,15
19753,2020,12
19753,2021,57
19753,2022,50
19753,2023,17
19753,2024,3
19754,2021,2
19754,2022,45
19754,2023,14
19755,2018,114
19755,2020,45
19755,2021,158
19755,2022,153
19755,2023,132
19756,2018,75
19756,2019,62
19756,2020,13
19757,2018,27
19766,2020,12
19766,2021,11
19769,2021,32
19769,2022,59
19769,2023,48
19769,2024,69
19784,2021,21
19784,2023,17
19785,2022,9
19789,2020,1
19789,2021,25
19789,2022,12
19795,2021,32
19795,2022,29
19795,2023,19
19795,2024,24
19800,2020,3
19800,2021,29
19800,2022,60
19800,2023,5
19802,2024,19
19804,2021,1
19804,2022,66
19804,2023,46
19804,2024,19
19805,2020,7
19805,2021,5
19805,2022,10
19805,2023,2
19814,2019,25
19814,2020,1
19814,2022,4
19820,2018,10
19826,2020,6
19826,2021,24
19835,2024,18
19845,2021,11
19845,2022,2
19848,2019,29
19848,2020,7
19848,2021,48
19848,2022,7
19853,2019,1
19853,2020,9
19853,2021,22
19853,2022,34
19853,2023,49
19853,2024,31
19859,2023,39
19865,2021,9
19866,2020,12
19866,2021,28
19866,2022,5
19866,2023,15
19866,2024,16
19867,2019,18
19867,2020,11
19867,2021,16
19867,2023,24
19867,2024,32
19868,2021,4
19868,2022,5
19868,2023,11
19871,2020,1
19871,2021,4
19871,2022,12
19871,2023,38
19871,2024,1
19874,2022,12
19874,2023,15
19874,2024,37
19876,2019,25
19876,2020,19
19876,2021,32
19876,2022,30
19876,2023,60
19876,2024,72
19879,2020,3
19879,2021,18
19879,2022,32
19879,2023,21
19879,2024,30
19881,2021,11
19883,2021,36
19883,2022,71
19883,2023,67
19883,2024,21
19884,2019,5
19884,2021,5
19884,2022,7
19890,2024,123
19891,2023,1
19891,2024,15
19892,2024,60
19899,2020,3
19899,2021,2
19899,2022,29
19899,2023,33
19899,2024,16
19903,2020,1
19903,2021,4
19903,2022,14
19906,2022,92
19911,2019,19
19911,2020,2
19911,2021,23
19911,2022,22
19911,2023,11
19911,2024,22
19924,2023,6
19924,2024,43
19926,2021,27
19926,2022,21
19926,2023,3
19926,2024,29
19928,2022,104
19928,2023,88
19931,2023,11
19931,2024,37
19932,2021,43
19932,2022,66
19932,2023,71
19940,2021,5
19940,2022,4
19942,2020,5
19942,2021,7
19951,2020,6
19951,2021,24
19951,2022,22
19959,2019,6
19959,2020,12
19959,2021,25
19959,2022,18
19959,2023,32
19959,2024,12
19962,2022,7
19962,2023,25
19962,2024,46
19976,2020,2
19976,2022,4
19976,2023,10
19976,2024,58
19979,2019,21
19979,2020,8
19979,2021,25
19979,2022,25
19979,2023,5
19979,2024,3
19981,2019,6
19990,2018,3
19990,2019,6
19990,2020,6
19990,2021,16
19990,2022,25
19990,2023,53
19990,2024,34
19995,2019,11
19995,2020,3
19995,2022,53
19995,2023,9
19995,2024,6
19996,2021,2
19996,2022,46
19996,2023,24
19996,2024,52
19997,2020,26
20000,2021,44
20000,2022,23
20000,2023,25
20000,2024,3
20009,2022,3
20009,2023,7
20009,2024,7
20010,2021,11
20010,2022,27
20017,2023,61
20018,2024,1
20020,2019,13
20020,2020,15
20020,2021,1
20020,2022,64
20020,2023,46
20020,2024,59
20023,2019,2
20023,2020,12
20023,2022,6
20023,2023,10
20030,2019,10
20030,2020,6
20030,2022,5
20038,2021,2
20038,2023,3
20038,2024,12
20039,2019,5
20039,2020,9
20039,2021,2
20039,2022,26
20039,2023,8
20039,2024,60
20041,2019,5
20041,2020,2
20041,2021,3
20041,2022,8
20042,2020,1
20042,2022,7
20045,2021,14
20045,2024,17
20054,2023,12
20056,2023,83
20060,2022,7
20061,2021,1
20061,2022,25
20061,2023,21
20061,2024,22
20070,2021,22
20070,2022,20
20070,2023,18
20070,2024,28
20074,2021,28
20074,2022,12
20080,2020,1
20080,2021,6
20080,2022,17
20080,2023,30
20099,2019,26
20099,2020,12
20099,2021,24
20099,2022,5
20099,2023,3
20099,2024,17
20100,2019,24
20100,2020,3
20100,2022,2
20116,2022,22
20116,2023,17
20116,2024,53
20132,2022,19
20132,2023,9
20132,2024,8
20151,2019,5
20151,2020,27
20151,2021,60
20151,2022,38
20151,2023,44
20153,2020,11
20153,2021,11
20153,2022,47
20153,2023,1
20153,2024,4
20157,2022,15
20160,2020,5
20160,2021,12
20160,2023,35
20160,2024,60
20167,2021,9
20167,2022,3
20167,2023,21
20167,2024,21
20175,2020,3
20177,2021,5
20185,2021,50
20185,2022,36
20185,2023,15
20185,2024,58
20186,2019,18
20190,2022,15
20190,2023,10
20191,2021,46
20191,2022,31
20191,2023,22
20191,2024,4
20198,2021,39
20203,2021,18
20203,2022,50
20203,2023,61
20203,2024,32
20205,2020,1
20205,2021,8
20205,2022,9
20206,2021,4
20206,2022,13
20206,2023,60
20206,2024,57
20209,2023,3
20218,2019,1
20218,2021,20
20227,2022,3
20231,2022,14
20231,2023,3
20231,2024,2
20237,2021,1
20243,2021,10
20243,2022,1
20253,2021,18
20253,2022,65
20253,2023,71
20253,2024,72
20271,2023,4
20271,2024,16
20275,2021,27
20276,2020,6
20276,2021,2
20276,2023,8
20276,2024,14
20277,2021,8
20277,2022,16
20277,2023,22
20287,2024,112
20298,2021,3
20298,2022,4
20298,2023,4
20298,2024,5
20302,2020,10
20302,2021,16
20302,2022,28
20302,2023,27
20302,2024,21
20312,2021,4
20323,2022,25
20323,2023,1
20329,2020,20
20329,2021,18
20332,2022,97
20334,2021,1
20339,2021,35
20339,2022,9
20344,2020,5
20348,2021,1
20348,2022,1
20348,2024,8
20349,2022,13
20349,2023,8
20349,2024,49
20352,2022,69
20352,2023,30
20352,2024,138
20353,2022,50
20353,2023,52
20353,2024,40
20367,2019,10
20367,2020,23
20367,2021,34
20367,2022,46
20367,2023,68
20367,2024,7
20368,2020,7
20368,2021,7
20369,2021,18
20369,2022,13
20369,2023,15
20369,2024,5
20370,2020,2
20370,2021,14
20370,2022,15
20370,2023,7
20373,2019,22
20373,2021,1
20373,2022,64
20373,2023,52
20373,2024,60
20375,2022,12
20375,2023,17
20375,2024,62
20379,2020,23
20379,2021,31
20379,2024,2
20383,2020,3
20383,2021,7
20385,2021,4
20385,2024,3
20387,2019,3
20387,2020,13
20387,2021,11
20387,2022,1
20387,2023,16
20395,2019,17
20395,2020,10
20395,2021,5
20399,2021,6
20408,2024,3
20418,2020,7
20418,2021,26
20418,2022,10
20418,2023,12
20418,2024,25
20422,2021,5
20422,2022,31
20422,2023,43
20423,2023,49
20423,2024,76
20430,2020,15
20430,2021,2
20430,2022,16
20447,2020,22
20447,2021,12
20447,2022,3
20447,2024,18
20462,2024,6
20468,2019,2
20468,2020,9
20468,2021,18
20468,2022,2
20476,2021,6
20476,2023,5
20491,2021,21
20491,2023,6
20491,2024,6
20492,2020,7
20492,2021,30
20492,2022,2
20492,2024,22
20494,2023,3
20515,2020,1
20515,2021,10
20515,2022,43
20515,2023,68
20515,2024,11
20517,2021,34
20517,2022,46
20517,2023,61
20517,2024,68
20526,2022,3
20526,2023,9
20531,2021,1
20531,2022,21
20531,2023,32
20531,2024,33
20536,2024,102
20539,2021,14
20539,2022,10
20539,2023,1
20539,2024,30
20541,2022,8
20546,2023,26
20546,2024,23
20548,2022,1
20548,2023,20
20548,2024,27
20555,2022,13
20565,2022,4
20572,2022,56
20572,2023,49
20572,2024,44
20582,2022,6
20589,2020,1
20617,2021,17
20617,2022,2
20617,2023,9
20629,2024,8
20631,2020,1
20631,2021,13
20631,2022,1
20632,2019,25
20633,2019,32
20633,2020,9
20633,2021,29
20633,2022,32
20633,2023,32
20633,2024,32
20638,2022,3
20643,2020,3
20643,2023,1
20666,2022,65
20666,2023,56
20667,2022,3
20739,2020,3
20739,2021,5
20778,2021,7
20778,2022,15
20778,2023,19
20778,2024,31
20794,2021,20
20794,2022,14
20794,2024,40
20802,2022,2
20827,2024,16
20962,2022,7
20962,2023,1
20997,2021,2
20997,2022,12
20997,2023,12
20997,2024,23
21009,2024,43
21018,2021,4
21018,2022,10
21018,2023,17
21023,2022,12
21023,2023,22
21025,2021,8
21025,2022,27
21025,2023,10
21029,2022,57
21029,2023,59
21029,2024,58
21032,2019,21
21032,2021,71
21032,2022,77
21032,2023,75
21032,2024,74
21045,2021,3
21045,2022,29
21045,2023,35
21045,2024,44
21052,2021,6
21052,2022,1
21052,2024,29
21065,2021,1
21065,2022,11
21087,2020,4
21087,2021,25
21092,2022,1
21093,2022,25
21093,2023,9
21093,2024,11
21101,2021,4
21101,2022,35
21101,2023,55
21111,2020,3
21111,2021,4
21111,2022,12
21127,2022,61
21131,2023,1
21132,2022,59
21132,2023,71
21132,2024,60
21163,2023,14
21170,2020,2
21170,2022,34
21170,2023,25
21170,2024,25
21183,2020,8
21183,2021,14
21183,2022,11
21183,2024,7
21189,2020,4
21189,2021,12
21189,2023,4
21197,2021,6
21205,2020,9
21205,2021,56
21205,2022,47
21205,2023,27
21205,2024,4
21212,2023,24
21212,2024,5
21224,2021,20
21224,2022,11
21224,2023,26
21224,2024,31
21229,2024,4
21238,2023,6
21238,2024,2
21241,2024,3
21267,2022,38
21267,2023,70
21267,2024,35
21281,2020,3
21281,2023,15
21290,2021,47
21290,2022,47
21290,2024,3
21298,2021,3
21298,2022,4
21298,2023,19
21306,2021,1
21306,2023,3
21306,2024,46
21310,2024,4
21318,2021,18
21318,2022,15
21318,2023,25
21318,2024,16
21319,2022,3
21324,2022,7
21324,2023,14
21324,2024,10
21327,2022,1
21327,2023,3
21333,2020,3
21345,2022,25
21345,2023,7
21366,2021,6
21366,2022,27
21366,2023,6
21367,2022,30
21367,2023,37
21367,2024,10
21390,2021,5
21390,2022,27
21390,2023,29
21390,2024,23
21420,2022,26
21420,2023,22
21446,2021,2
21446,2022,20
21446,2023,10
21446,2024,30
21448,2022,14
21448,2024,11
21453,2022,15
21453,2023,1
21455,2020,10
21455,2021,29
21455,2022,28
21455,2023,3
21455,2024,27
21461,2022,11
21461,2023,15
21461,2024,62
21481,2022,8
21481,2023,15
21481,2024,58
21483,2021,25
21483,2022,29
21483,2023,21
21487,2024,42
21504,2023,24
21504,2024,33
21513,2023,26
21520,2023,14
21520,2024,21
21527,2023,18
21527,2024,56
21537,2021,15
21537,2022,27
21537,2023,9
21537,2024,16
21541,2021,12
21541,2022,5
21541,2023,4
21544,2024,6
21549,2021,9
21549,2022,7
21549,2023,23
21562,2021,10
21574,2022,1
21574,2024,49
21584,2023,33
21584,2024,7
21620,2021,30
21620,2022,12
21620,2023,9
21620,2024,37
21635,2021,52
21635,2022,34
21649,2023,23
21649,2024,8
21652,2021,3
21652,2022,13
21652,2023,59
21652,2024,52
21656,2021,10
21656,2022,10
21690,2021,7
21690,2022,14
21690,2023,22
21690,2024,20
21707,2024,108
21728,2021,22
21741,2022,9
21741,2023,32
21741,2024,29
21761,2021,4
21761,2022,11
21761,2023,10
21761,2024,14
21844,2020,2
21844,2021,8
21844,2022,17
21844,2023,31
21844,2024,7
21846,2022,9
21846,2023,29
21846,2024,32
21850,2021,31
21850,2022,24
21850,2023,51
21858,2023,1
21858,2024,4
21859,2023,3
21859,2024,1
21863,2023,26
21863,2024,22
21866,2023,18
21894,2021,3
21894,2022,2
21894,2023,60
21894,2024,8
21896,2020,1
21955,2022,1
21955,2023,13
21955,2024,16
21956,2022,14
21956,2023,7
21992,2021,29
21992,2022,68
21992,2023,69
21992,2024,62
21997,2021,3
21997,2022,15
21997,2023,29
21997,2024,11
22036,2021,2
22036,2022,1
22051,2020,6
22051,2021,27
22051,2022,39
22051,2023,35
22051,2024,56
22052,2020,6
22052,2021,4
22052,2022,9
22092,2021,5
22092,2022,2
22092,2024,8
22100,2023,38
22100,2024,22
22113,2024,13
22116,2023,1
22117,2024,1
22175,2021,9
22175,2022,2
22176,2022,1
22176,2023,1
22182,2022,24
22182,2023,22
22182,2024,26
22187,2024,13
22191,2024,27
22192,2021,2
22192,2024,25
22201,2022,16
22201,2023,27
22201,2024,32
22207,2022,11
22207,2023,18
22207,2024,13
22210,2022,5
22210,2023,12
22210,2024,62
22218,2021,5
22224,2021,3
22224,2022,21
22224,2023,12
22224,2024,4
22248,2021,16
22250,2021,24
22250,2022,32
22250,2023,32
22250,2024,33
22253,2024,9
22264,2021,3
22264,2022,6
22264,2024,14
22267,2020,8
22267,2021,31
22267,2022,21
